# SDWIS MI Active CWS to County Crosswalk
# Generated as a one-shot from EPA-published SDWA bulk download.
# Source zip: https://echo.epa.gov/files/echodownloads/SDWA_latest_downloads.zip
# File last-modified: 2026-04-08
# Snapshot: SUBMISSIONYEARQUARTER = 2026Q1
# Authoring date: 2026-06-27
#
# Filter: PRIMACY_AGENCY_CODE=MI; PWS_ACTIVITY_CODE=A; PWS_TYPE_CODE=CWS;
#         AREA_TYPE_CODE=CN; ANSI_ENTITY_CODE matches Michigan county FIPS
#
# Conservation check:
#   active MI CWS total                      : 1377
#   distinct PWSIDs with >=1 county row      : 1377
#   distinct PWSIDs unmappable               : 0
#   mapped + unmappable                      : 1377 (== total, ok)
#   crosswalk rows (PWS-county pairs)        : 1378
#   multi-county PWS (rows duplicate PWSID)  : 1
#
# Caveats from the findings doc (sdwis-feasibility.md):
#   1. Denominator universe for the (c) metric is MI residents on a
#      community water system (~7.43M), NOT all MI residents (~10.14M).
#   2. The "active" violation-status pairing (Unaddressed + Addressed) is
#      AccessMI methodology, not EPA-attributable. See findings doc Q3.
#   3. Multi-county PWS need an apportionment rule chosen by the
#      integration PR. One PWS (MI0005970 SCHOOLCRAFT) is flagged below
#      via is_multi_county=true and appears as 2 rows.
#
# This file does not render in the app. No source-count change. No tile.
pwsid,pws_name,population_served,county_fips,county_name,is_multi_county
MI0040308,LEE VILLA MOBILE HOME PARK,283,091,Lenawee,false
MI0040310,PARK VIEW COURT,63,091,Lenawee,false
MI0040311,LEFFINGWELL ESTATES,210,091,Lenawee,false
MI0040313,SUNSET MHP,53,091,Lenawee,false
MI0040554,BEAN CREEK RESORT,112,091,Lenawee,false
MI0040673,WATERS EDGE MH COMMUNITY,180,091,Lenawee,false
MI0000731,BISHOP LAKE APARTMENTS,54,093,Livingston,false
MI0000860,"BRIGHTON, CITY OF",10210,093,Livingston,false
MI0001002,OAK POINTE,2000,093,Livingston,false
MI0001543,GREEN OAK TWP - CENTENNIAL FARMS,900,093,Livingston,false
MI0002000,"PINE KNOLL APARTMENTS, LLC",100,093,Livingston,false
MI0002274,CREEKSIDE AT FENTON HEIGHTS,48,093,Livingston,false
MI0002292,EASTERN MI DISTRICT CHURCH OF NAZARENE,250,093,Livingston,false
MI0002347,FONDA LAKE WATER AUTHORITY,1200,093,Livingston,false
MI0002400,"FOWLERVILLE, VILLAGE OF",2951,093,Livingston,false
MI0002846,GREENFIELD POINTE SUBDIVISION,265,093,Livingston,false
MI0002982,HANDY TOWNSHIP - RED CEDARS CROSSING,1030,093,Livingston,false
MI0003073,HARTLAND HILLS CONDOMINIUMS,67,093,Livingston,false
MI0003075,HARTLAND TOWNSHIP,3022,093,Livingston,false
MI0003080,HARVEST HILLS SUBDIVISION ASSO,225,093,Livingston,false
MI0003137,HIDDEN LAKES OF GREEN OAKS,1148,093,Livingston,false
MI0003250,"HOWELL, CITY OF",9914,093,Livingston,false
MI0003697,LAKE CHEMUNG OUTDOOR RESORT,840,093,Livingston,false
MI0003929,LIVINGSTON COMMUNITY WATER AUTHORITY,4152,093,Livingston,false
MI0003942,ISLAND LAKE APARTMENTS,65,093,Livingston,false
MI0004098,MHOG SEWER & WATER AUTHORITY,17046,093,Livingston,false
MI0004403,MILLPOINTE OF HARTLAND,724,093,Livingston,false
MI0004595,MYSTIC RIDGE L.L.C.,225,093,Livingston,false
MI0005033,HUNTMORE ESTATES,290,093,Livingston,false
MI0005037,OSBORN LAKE ESTATES,92,093,Livingston,false
MI0005229,THE PENINSULA DEVELOPMENT LLC,270,093,Livingston,false
MI0005322,"PINCKNEY, VILLAGE OF",2353,093,Livingston,false
MI0005395,GREEN BROOK ESTATES,40,093,Livingston,false
MI0005577,LAKESHORE VILLAGE SUBDIVISION,132,093,Livingston,false
MI0005819,HIDDEN SHORES WEST,75,093,Livingston,false
MI0006423,STONE RIDGE,367,093,Livingston,false
MI0006820,WOODLAND CENTER CORRECTIONAL FACILITY,607,093,Livingston,false
MI0007101,WHITMORE LAKE APARTMENTS,281,093,Livingston,false
MI0007185,WOODRUFF LAKE COOPERATIVE,95,093,Livingston,false
MI0040314,SYLVAN GLEN ESTATES,1015,093,Livingston,false
MI0040316,FAIRLANE ESTATES,88,093,Livingston,false
MI0040318,FAIRLAWN MEADOWS,57,093,Livingston,false
MI0040319,ALAN'S PARK - FOWLERVILLE,350,093,Livingston,false
MI0040322,SILVER LAKE MOBILE HOME PARK,68,093,Livingston,false
MI0040323,STARLIGHT MOBILE HOME PARK,79,093,Livingston,false
MI0040325,UNIVERSITY MOBILE ESTATES #2,148,093,Livingston,false
MI0040326,WOODLAND PARK AND SALES,125,093,Livingston,false
MI0040616,NORTH BAY HARBOR CLUB,235,093,Livingston,false
MI0040649,COVENTRY WOODS MHC,823,093,Livingston,false
MI0040654,HARTLAND MEADOWS,1543,093,Livingston,false
MI0040658,TYRONE WOODS,1088,093,Livingston,false
MI0040669,WOODLAND RIDGE,1400,093,Livingston,false
MI0040679,CIDERMILL CROSSINGS,1863,093,Livingston,false
MI0004720,NEWBERRY WATER & LIGHT,2000,095,Luce,false
MI0004730,NEWBERRY CORRECTIONAL FACILITY,1108,095,Luce,false
MI0005240,PENTLAND TOWNSHIP,450,095,Luce,false
MI0001692,MACK. CO. HOUSING-CURTIS,50,097,Mackinac,false
MI0002145,MACK. CO. HOUSING-ENGADINE,50,097,Mackinac,false
MI0003970,MACKINAC ISLAND,583,097,Mackinac,false
MI0006290,ST. IGNACE,2987,097,Mackinac,false
MI0000240,"ARMADA, VILLAGE OF",1794,099,Macomb,false
MI0000951,BRUCE TOWNSHIP,115,099,Macomb,false
MI0001290,"CENTER LINE, CITY OF",8257,099,Macomb,false
MI0001390,CHESTERFIELD TOWNSHIP,41650,099,Macomb,false
MI0001480,CLINTON TOWNSHIP,100513,099,Macomb,false
MI0001545,MAIN STREET APARTMENTS,48,099,Macomb,false
MI0001774,DEER PARK CONDOMINIUMS,30,099,Macomb,false
MI0001950,"EASTPOINTE, CITY OF",32442,099,Macomb,false
MI0002460,"FRASER, CITY OF",14297,099,Macomb,false
MI0003040,HARRISON TOWNSHIP,24314,099,Macomb,false
MI0003836,LENOX TOWNSHIP,3000,099,Macomb,false
MI0003990,MACOMB TOWNSHIP,90000,099,Macomb,false
MI0004510,"MOUNT CLEMENS, CITY OF",16314,099,Macomb,false
MI0004670,"NEW BALTIMORE, CITY OF",12720,099,Macomb,false
MI0004690,"NEW HAVEN, VILLAGE OF",5600,099,Macomb,false
MI0005670,"RICHMOND, CITY OF",6200,099,Macomb,false
MI0005673,RIDGEWAY,31,099,Macomb,false
MI0005780,"ROMEO, VILLAGE OF",3750,099,Macomb,false
MI0005820,"ROSEVILLE, CITY OF",47299,099,Macomb,false
MI0006010,SHELBY TOWNSHIP,72000,099,Macomb,false
MI0006280,"ST. CLAIR SHORES, CITY OF",59715,099,Macomb,false
MI0006385,"STERLING HEIGHTS, CITY OF",127000,099,Macomb,false
MI0006760,"UTICA, CITY OF",5059,099,Macomb,false
MI0006900,"WARREN, CITY OF",134056,099,Macomb,false
MI0006905,WASHINGTON TOWNSHIP,15828,099,Macomb,false
MI0040327,SPRINGBROOK ESTATES MHC,990,099,Macomb,false
MI0040330,WASHINGTON MHP,268,099,Macomb,false
MI0000510,"BEAR LAKE, VILLAGE OF",318,101,Manistee,false
MI0001052,CAMP ARCADIA / LCA,400,101,Manistee,false
MI0002290,FILER CHARTER TOWNSHIP,940,101,Manistee,false
MI0003550,"KALEVA, VILLAGE OF",464,101,Manistee,false
MI0004030,"MANISTEE, CITY OF",6200,101,Manistee,false
MI0005355,PIRATES COVE CONDOMINIUMS,38,101,Manistee,false
MI0005527,PORTAGE POINT INN,125,101,Manistee,false
MI0006763,VALLEY SIDE APARTMENTS,45,101,Manistee,false
MI0006765,VALLEYWOOD COVE CONDOMINIUM ASSOCIATION,50,101,Manistee,false
MI0040580,KAMP VILLA RV PARK,100,101,Manistee,false
MI0000700,POWELL TOWNSHIP,300,103,Marquette,false
MI0001371,CHERRY CREEK VILLAGE,50,103,Marquette,false
MI0001416,CHOCOLAY BUNGALOWS,50,103,Marquette,false
MI0001653,COUNTRY LOG APTS,35,103,Marquette,false
MI0001820,ELY TOWNSHIP-DIORITE,168,103,Marquette,false
MI0002370,FORSYTH TOWNSHIP,2479,103,Marquette,false
MI0002860,ELY TOWNSHIP-GREENWOOD,266,103,Marquette,false
MI0003118,HERITAGE DRIVE APARTMENTS,41,103,Marquette,false
MI0003440,ISHPEMING,6470,103,Marquette,false
MI0003450,ISHPEMING TWP - WEST,2148,103,Marquette,false
MI0003510,K I SAWYER,3000,103,Marquette,false
MI0004120,MARQUETTE,20629,103,Marquette,false
MI0004140,MARQUETTE TOWNSHIP,2700,103,Marquette,false
MI0004640,TILDEN TOWNSHIP,375,103,Marquette,false
MI0004650,NEGAUNEE,4568,103,Marquette,false
MI0004653,NEGAUNEE/ISHPEMING WATER AUTHORITY,0,103,Marquette,false
MI0004655,NEGAUNEE TOWNSHIP,961,103,Marquette,false
MI0004775,ISHPEMING TWP - EAST,305,103,Marquette,false
MI0005160,RICHMOND TOWNSHIP,489,103,Marquette,false
MI0005660,REPUBLIC TOWNSHIP,700,103,Marquette,false
MI0006075,SKANDIA-WEST BRANCH WATER DEPT,275,103,Marquette,false
MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,260,103,Marquette,false
MI0040520,HWY M553 MOBILE ESTATES,50,103,Marquette,false
MI0040525,PINE ACRES MOBILE HOME PARK,50,103,Marquette,false
MI0003960,LUDINGTON,8184,105,Mason,false
MI0005267,PERE MARQUETTE TWP - CUSTOMER,339,105,Mason,false
MI0005268,PERE MARQUETTE TWP - WELLS,455,105,Mason,false
MI0005980,"SCOTTVILLE, CITY OF",1536,105,Mason,false
MI0006532,TALL OAKS CONDOMINUMS,65,105,Mason,false
MI0040332,MANISTEE FOREST PINES ESTATES,174,105,Mason,false
MI0040333,HERITAGE HILLS MOBILE HOME VILLAGE,75,105,Mason,false
MI0040335,HOLIDAY VILLAGE MOBILE HOME PARK,185,105,Mason,false
MI0040337,TAMARAC VILLAGE,873,105,Mason,false
MI0000710,BIG RAPIDS,10403,107,Mecosta,false
MI0005655,REMUS APARTMENT COMPANY,100,107,Mecosta,false
MI0005821,ROSEVILLE APARTMENTS,32,107,Mecosta,false
MI0005841,ROYAL VIEW RETIREMENT VILLAGE,80,107,Mecosta,false
MI0006693,TULLYMORE CLUBHOUSE AND CAMELOT VILLAGE,50,107,Mecosta,false
MI0007085,T.J. WHITE PINE MANOR APARTMENTS,32,107,Mecosta,false
MI0040339,CIRCLE DRIVE MOBILE HOME PARK,125,107,Mecosta,false
MI0040340,PARKS PLACE ESTATES,72,107,Mecosta,false
MI0040342,HUNTERS CREEK ESTATES,125,107,Mecosta,false
MI0040343,HAVEN VIEW MOBILE COURT,75,107,Mecosta,false
MI0040344,HOLIDAY TERRACE,90,107,Mecosta,false
MI0040653,SUNSET SHORES,200,107,Mecosta,false
MI0040656,COUNTRY MANOR,190,107,Mecosta,false
MI0001125,CARNEY-NADEAU WATER & SEWER AUTHORITY,200,109,Menominee,false
MI0003120,HERMANSVILLE HOUSING COMM.,36,109,Menominee,false
MI0004250,MENOMINEE,8583,109,Menominee,false
MI0005563,POWERS-SPALDING WATER AUTHORITY,459,109,Menominee,false
MI0006380,STEPHENSON,862,109,Menominee,false
MI0001520,"COLEMAN, CITY OF",1243,111,Midland,false
MI0003223,HOMER TOWNSHIP,3097,111,Midland,false
MI0003794,LARKIN TOWNSHIP,2878,111,Midland,false
MI0004370,"MIDLAND, CITY OF",42547,111,Midland,false
MI0004375,"MIDLAND CO., WATER DIST. NO. 1 OF",11000,111,Midland,false
MI0004377,MIDLAND CHARTER TOWNSHIP,1348,111,Midland,false
MI0004404,MILLS TOWNSHIP,450,111,Midland,false
MI0007235,YODER APARTMENTS,90,111,Midland,false
MI0040345,RUMBAUGH ESTATES LLC,125,111,Midland,false
MI0000575,WHISPERING PINES SENIOR LIVING,39,113,Missaukee,false
MI0003700,"LAKE CITY, CITY OF",836,113,Missaukee,false
MI0004190,"MCBAIN, CITY OF",640,113,Missaukee,false
MI0000245,ASH TOWNSHIP,5959,115,Monroe,false
MI0000635,BERLIN TOWNSHIP,9900,115,Monroe,false
MI0001880,DUNDEE,5400,115,Monroe,false
MI0002500,FRENCHTOWN TOWNSHIP,16481,115,Monroe,false
MI0004450,MONROE,49467,115,Monroe,false
MI0004455,MONROE SOUTH COUNTY,33816,115,Monroe,false
MI0005290,PETERSBURG,1115,115,Monroe,false
MI0006130,SOUTH ROCKWOOD,1587,115,Monroe,false
MI0006435,BEDFORD MEADOWS,156,115,Monroe,false
MI0007063,WHITEFORD TOWNSHIP,303,115,Monroe,false
MI0000503,BEACON HOME AT COLBY,36,117,Montcalm,false
MI0001170,CARSON CITY,3322,117,Montcalm,false
MI0002070,EDMORE,1256,117,Montcalm,false
MI0002839,GREAT LAKES ADVENTIST ACADEMY,360,117,Montcalm,false
MI0002850,GREENVILLE,8816,117,Montcalm,false
MI0003240,HOWARD CITY,1800,117,Montcalm,false
MI0003750,LAKEVIEW,1007,117,Montcalm,false
MI0006040,SHERIDAN,649,117,Montcalm,false
MI0006360,STANTON,1417,117,Montcalm,false
MI0040351,SHERIDAN ESTATES,65,117,Montcalm,false
MI0040352,GREENBRIER ESTATES,142,117,Montcalm,false
MI0040640,THE PINES,65,117,Montcalm,false
MI0000877,BRILEY TOWNSHIP,435,119,Montmorency,false
MI0003160,"HILLMAN, VILLAGE OF",697,119,Montmorency,false
MI0004874,OAK LEAF MANOR,36,119,Montmorency,false
MI0001018,BUTTERFIELD WOODS SUBDIVISION,65,121,Muskegon,false
MI0002507,FRUITPORT TOWNSHIP,9355,121,Muskegon,false
MI0003215,HOLTON COTTAGES,34,121,Muskegon,false
MI0003925,BLUE LAKE RESIDENCES,212,121,Muskegon,false
MI0004470,MONTAGUE,2479,121,Muskegon,false
MI0004570,MUSKEGON,37213,121,Muskegon,false
MI0004577,MUSK CO NORTHSIDE WATER SYSTEM,5133,121,Muskegon,false
MI0004580,MUSKEGON HEIGHTS,9917,121,Muskegon,false
MI0004590,MUSKEGON CO EASTSIDE WATER SYSTEM,7135,121,Muskegon,false
MI0004780,NORTH MUSKEGON,3786,121,Muskegon,false
MI0004850,NORTON SHORES,23994,121,Muskegon,false
MI0005610,RAVENNA,1219,121,Muskegon,false
MI0005800,ROOSEVELT PARK,4172,121,Muskegon,false
MI0007064,WHITE LAKE ASSISTED LIVING CENTER,26,121,Muskegon,false
MI0007100,WHITEHALL,2902,121,Muskegon,false
MI0040355,APPLE CARR VILLAGE,1125,121,Muskegon,false
MI0040356,ARLINGTON WOODS,1650,121,Muskegon,false
MI0040357,CRYSTAL DOWNS MOBILE VILLAGE,260,121,Muskegon,false
MI0040359,EDGEWOOD MOBILE HOME PARK,162,121,Muskegon,false
MI0040361,MAPLE ISLAND ESTATES,320,121,Muskegon,false
MI0040363,TIMBERLINE ESTATES,755,121,Muskegon,false
MI0040577,PINE ISLAND LAKE REC PARK,75,121,Muskegon,false
MI0040600,EGELCRAFT MOBILE HOME PARK,1125,121,Muskegon,false
MI0040650,WEST PINE ISLAND,75,121,Muskegon,false
MI0002490,FREMONT,4516,123,Newaygo,false
MI0002823,GRANT,894,123,Newaygo,false
MI0003130,HESPERIA,954,123,Newaygo,false
MI0004710,NEWAYGO,2571,123,Newaygo,false
MI0007060,WHITE CLOUD,1408,123,Newaygo,false
MI0040368,LAKE FOREST PARK,185,123,Newaygo,false
MI0040369,HARDY PARK,140,123,Newaygo,false
MI0040370,HESS LAKE RV AND MOBILE HOME PARK,160,123,Newaygo,false
MI0040587,HESPERIA MHP LLC,248,123,Newaygo,false
MI0000325,ROCHESTER HILLS,74000,125,Oakland,false
MI0000501,BEACH HOUSE APARTMENTS,25,125,Oakland,false
MI0000630,BERKLEY,14970,125,Oakland,false
MI0000690,BEVERLY HILLS,10451,125,Oakland,false
MI0000715,BINGHAM FARMS,898,125,Oakland,false
MI0000730,BIRMINGHAM,20472,125,Oakland,false
MI0000775,BLOOMFIELD HILLS,3579,125,Oakland,false
MI0000790,BLOOMFIELD TOWNSHIP,41691,125,Oakland,false
MI0000803,PARKWAY EFFICIENCY APARTMENTS,39,125,Oakland,false
MI0000838,RIDGE VALLEY OF MILFORD,512,125,Oakland,false
MI0001067,CROSSROADS FOR YOUTH,120,125,Oakland,false
MI0001230,CASS LAKESIDE SUBDIVISION,700,125,Oakland,false
MI0001352,ADVENTURE ACRES,75,125,Oakland,false
MI0001440,CLAWSON,11825,125,Oakland,false
MI0001572,COLOMBIERE CENTER,60,125,Oakland,false
MI0001573,COMMERCE TOWNSHIP,19811,125,Oakland,false
MI0001669,LAKESIDE APARTMENTS,30,125,Oakland,false
MI0001773,DEERWOOD SUBDIVISION,1824,125,Oakland,false
MI0002230,"FARMINGTON, CITY OF",11597,125,Oakland,false
MI0002240,"FARMINGTON HILLS, CITY OF",56984,125,Oakland,false
MI0002280,FERNDALE,22105,125,Oakland,false
MI0002440,FRANKLIN KNOLLS SUBDIVISION,383,125,Oakland,false
MI0002450,BRIARCLIFF HOMEOWNERS ASSN,483,125,Oakland,false
MI0002847,GREENS LAKE APARTMENTS,330,125,Oakland,false
MI0003100,HAZEL PARK,16400,125,Oakland,false
MI0003117,HERITAGE APARTMENTS,30,125,Oakland,false
MI0003138,HIGHLAND HAVEN/WOODSIDE APTS,40,125,Oakland,false
MI0003139,HIGHLAND MEADOWVIEW APARTMENTS,40,125,Oakland,false
MI0003175,HILLVIEW ESTATES SUBDIVISION,354,125,Oakland,false
MI0003200,"HOLLY, VILLAGE OF",8557,125,Oakland,false
MI0003310,HUNTINGTON WOODS,6200,125,Oakland,false
MI0003312,HIGHLAND TOWNSHIP,3837,125,Oakland,false
MI0003342,INDEPENDENCE TOWNSHIP,11790,125,Oakland,false
MI0003595,"KEEGO HARBOR, CITY OF",2740,125,Oakland,false
MI0003666,KNORRWOOD KNOLLS SUBDIVISION,240,125,Oakland,false
MI0003690,LAGUNA VISTA SUBDIVISION,640,125,Oakland,false
MI0003691,LAKE ANGELA CONDO APTS #3,24,125,Oakland,false
MI0003693,LAKE ANGELA CONDO APTS #5,24,125,Oakland,false
MI0003694,LAKE ANGELA CONDO APTS #4,24,125,Oakland,false
MI0003696,LAKE ANGELA CONDO APTS #6,24,125,Oakland,false
MI0003740,"LAKE ORION, VILLAGE OF",2973,125,Oakland,false
MI0003749,SPRINGS/PORTSMOUTH APARTMENTS,3200,125,Oakland,false
MI0003753,LAKESHORE HILLTOP APARTMENTS,93,125,Oakland,false
MI0003800,LATHRUP VILLAGE,4075,125,Oakland,false
MI0003947,LONG LAKE VILLAGE SUBDIVISION,273,125,Oakland,false
MI0003968,LYON TOWNSHIP,9390,125,Oakland,false
MI0004000,MADISON HEIGHTS,29694,125,Oakland,false
MI0004042,MANITOU LAKE APARTMENTS,75,125,Oakland,false
MI0004390,"MILFORD, VILLAGE OF",6366,125,Oakland,false
MI0004870,"NOVI, CITY OF",56780,125,Oakland,false
MI0004877,SOUTHEAST OAKLAND TOWNSHIP,1923,125,Oakland,false
MI0004878,SOUTHWEST OAKLAND TOWNSHIP,4943,125,Oakland,false
MI0004880,OAK PARK,29654,125,Oakland,false
MI0004960,OLD FARM COLONY WATER ASSOCIATION,246,125,Oakland,false
MI0005031,ORCHARD LAKE VILLAGE,2194,125,Oakland,false
MI0005035,ORION TOWNSHIP,33000,125,Oakland,false
MI0005130,"OXFORD, VILLAGE OF",3540,125,Oakland,false
MI0005136,OXFORD VILLAGE CONDOMINIUMS,80,125,Oakland,false
MI0005138,OXFORD TOWNSHIP,10407,125,Oakland,false
MI0005235,PENNY LAKE ESTATES SUBDIVISION,390,125,Oakland,false
MI0005345,PINECREST APARTMENTS,57,125,Oakland,false
MI0005390,PLEASANT RIDGE,2872,125,Oakland,false
MI0005397,PLUM CREEK SUB,105,125,Oakland,false
MI0005440,PONTIAC,63776,125,Oakland,false
MI0005445,LAKEVIEW CHALET CONDOMINIUMS,50,125,Oakland,false
MI0005450,AUBURN HILLS,21412,125,Oakland,false
MI0005573,OAKLAND HUNT SUBDIVISION,671,125,Oakland,false
MI0005720,ROCHESTER,7130,125,Oakland,false
MI0005723,ROCHESTER EAST,5100,125,Oakland,false
MI0005816,ROSE HILL CENTER,70,125,Oakland,false
MI0005830,"ROYAL OAK, CITY OF",57236,125,Oakland,false
MI0005840,ROYAL OAK TOWNSHIP,1869,125,Oakland,false
MI0006070,SHOREWOOD HILLS SUBDIVISION,256,125,Oakland,false
MI0006077,BAVARIAN SOFTWATER VILLAGE,420,125,Oakland,false
MI0006110,"SOUTH LYON, CITY OF",11055,125,Oakland,false
MI0006150,SOUTHEASTERN OAKLAND CO W AUTH,0,125,Oakland,false
MI0006160,SOUTHFIELD,71739,125,Oakland,false
MI0006243,KINGSTON APARTMENTS,50,125,Oakland,false
MI0006443,LAKEVIEW APARTMENTS,50,125,Oakland,false
MI0006480,SUNNYDALE GARDENS WATER ASSOCIATION,190,125,Oakland,false
MI0006530,SYLVAN LAKE,2155,125,Oakland,false
MI0006690,TROY,85854,125,Oakland,false
MI0006696,TWIN LAKES SUBDIVISION,602,125,Oakland,false
MI0006875,"WALLED LAKE, CITY OF",5260,125,Oakland,false
MI0006910,WATERFORD TOWNSHIP,73441,125,Oakland,false
MI0006975,WEST BLOOMFIELD TOWNSHIP,49479,125,Oakland,false
MI0007061,WHITE EAGLE SUBDIVISION,224,125,Oakland,false
MI0007065,WHITE LAKE TOWNSHIP,5799,125,Oakland,false
MI0007135,"WIXOM, CITY OF",13928,125,Oakland,false
MI0007160,WOODBINE SUBDIVISION,375,125,Oakland,false
MI0007217,WYNSTONE SUBDIVISION,1146,125,Oakland,false
MI0040375,CEDARBROOK ESTATES,1728,125,Oakland,false
MI0040376,CHILDS LAKE ESTATES MHC,1548,125,Oakland,false
MI0040377,CLARKSTON LAKE ESTATES,1245,125,Oakland,false
MI0040379,COLLEGE HEIGHTS MOBILE HOME PARK,405,125,Oakland,false
MI0040382,CRANBERRY LAKE MHC,820,125,Oakland,false
MI0040384,GROVELAND MANOR,435,125,Oakland,false
MI0040386,HIDDEN LAKE ESTATES,673,125,Oakland,false
MI0040387,HIGHLAND GREENS ESTATES,2268,125,Oakland,false
MI0040388,HIGHLAND HILLS OF HIGHLAND MHC,260,125,Oakland,false
MI0040391,OAK HILL ESTATES MHC,1260,125,Oakland,false
MI0040397,SPRINGROVE MHC,1060,125,Oakland,false
MI0040399,ORION LAKE ESTATES MHC,1058,125,Oakland,false
MI0040404,WOODLANDS MHC,650,125,Oakland,false
MI0040575,SASHABAW MEADOWS MHP,1278,125,Oakland,false
MI0040612,MEADOW LAKE ESTATES MHC,1060,125,Oakland,false
MI0040665,FSI HOLLY HILLS PROPERTY LLC,435,125,Oakland,false
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,1030,125,Oakland,false
MI0060792,VILLA AT GREEN LAKE ESTATES,85,125,Oakland,false
MI0067020,WEST HICKORY HAVEN,100,125,Oakland,false
MI0003060,HART,2126,127,Oceana,false
MI0005260,PENTWATER,857,127,Oceana,false
MI0006000,SHELBY,1964,127,Oceana,false
MI0040405,GREENLAWN MOBILE HOME COURT,100,127,Oceana,false
MI0040406,HYLANDER VALLEY,158,127,Oceana,false
MI0004935,OGEMAW TOWNSHIP,125,129,Ogemaw,false
MI0005570,PRESCOTT-HIDDEN CREEK MANOR,38,129,Ogemaw,false
MI0005815,"ROSE CITY, CITY OF",180,129,Ogemaw,false
MI0007010,"WEST BRANCH, CITY OF",2139,129,Ogemaw,false
MI0007012,WEST BRANCH TOWNSHIP,61,129,Ogemaw,false
MI0040410,TWIN PINES MOBILE HOME PARK,30,129,Ogemaw,false
MI0064934,THE VILLA AT ROSE CITY,102,129,Ogemaw,false
MI0000620,BERGLAND TOWNSHIP,210,131,Ontonagon,false
MI0002200,MCMILLAN TOWNSHIP,391,131,Ontonagon,false
MI0005030,ONTONAGON,2607,131,Ontonagon,false
MI0005740,ROCKLAND TOWNSHIP,350,131,Ontonagon,false
MI0006680,INTERIOR TOWNSHIP,200,131,Ontonagon,false
MI0001932,"EAGLE VILLAGE, INC.",84,133,Osceola,false
MI0002190,"EVART, CITY OF",1742,133,Osceola,false
MI0004100,"MARION, VILLAGE OF",800,133,Osceola,false
MI0005351,PINEVIEW HOMES,25,133,Osceola,false
MI0005650,"REED CITY, CITY OF",2425,133,Osceola,false
MI0000324,AUSABLE VALLEY COMMUNITY,147,135,Oscoda,false
MI0000705,BIG CREEK/MENTOR UTILITY AUTHORITY,622,135,Oscoda,false
MI0002568,GARLAND RESORT,53,135,Oscoda,false
MI0004419,MAPLEWOOD AND STONE MANORS,60,135,Oscoda,false
MI0000514,BEAVER CREEK RESORT,76,137,Otsego,false
MI0002215,FAIRWAY LAKE CONDOMINIUMS,56,137,Otsego,false
MI0002600,"GAYLORD, CITY OF",3629,137,Otsego,false
MI0002656,GLEN MEADOWS CONDOMINIUMS,142,137,Otsego,false
MI0003755,LAKEVIEW APARTMENTS,64,137,Otsego,false
MI0005606,WEST PARK APARTMENTS,54,137,Otsego,false
MI0006647,TREETOPS RESORT (TREETOPS NORTH),90,137,Otsego,false
MI0006773,HORSELL MANOR,25,137,Otsego,false
MI0040414,NOTTINGHAM FOREST MHP,185,137,Otsego,false
MI0040416,SUNSET ESTATES GAYLORD,50,137,Otsego,false
MI0066700,THE PORCHES,25,137,Otsego,false
MI0000127,ALLENDALE TOWNSHIP,19725,139,Ottawa,false
MI0001610,COOPERSVILLE,4519,139,Ottawa,false
MI0001664,CROCKERY TOWNSHIP,1847,139,Ottawa,false
MI0002285,FERRYSBURG,3268,139,Ottawa,false
MI0002620,GEORGETOWN TOWNSHIP,41086,139,Ottawa,false
MI0002750,GRAND HAVEN,10412,139,Ottawa,false
MI0002760,GRAND HAVEN TOWNSHIP,15051,139,Ottawa,false
MI0003190,HOLLAND BOARD OF PUBLIC WORKS,49687,139,Ottawa,false
MI0003195,HOLLAND TOWNSHIP CONSOLIDATED,26100,139,Ottawa,false
MI0003290,HUDSONVILLE,7708,139,Ottawa,false
MI0003474,JAMESTOWN TOWNSHIP,3330,139,Ottawa,false
MI0004847,NORTHWEST OTTAWA CO WATER SYST,1,139,Ottawa,false
MI0004989,OLIVE/BLENDON TWPS,544,139,Ottawa,false
MI0005427,POLKTON TOWNSHIP,135,139,Ottawa,false
MI0006025,SHELDON DUNES,240,139,Ottawa,false
MI0006026,PORT SHELDON TOWNSHIP,407,139,Ottawa,false
MI0006230,SPRING LAKE,2512,139,Ottawa,false
MI0006235,SPRING LAKE TOWNSHIP,9393,139,Ottawa,false
MI0007270,ZEELAND BOARD OF PUBLIC WORKS,8328,139,Ottawa,false
MI0040417,CROCKERY MOBILE HOME PARK,413,139,Ottawa,false
MI0040418,COUNTRY VILLAGE,78,139,Ottawa,false
MI0040419,GRAND COUNTRY,130,139,Ottawa,false
MI0040425,CRICKLEWOOD COURT,155,139,Ottawa,false
MI0040426,TALLMADGE MEADOWS,268,139,Ottawa,false
MI0040614,WEST OLIVE ESTATES,1850,139,Ottawa,false
MI0062658,INTERSECT HEALTHCARE,86,139,Ottawa,false
MI0004397,"MILLERSBURG, VILLAGE OF",206,141,Presque Isle,false
MI0005010,"ONAWAY, CITY OF",880,141,Presque Isle,false
MI0005543,"POSEN, VILLAGE OF",234,141,Presque Isle,false
MI0005575,PRESQUE ISLE HARBOR WATER CO.,845,141,Presque Isle,false
MI0005770,"ROGERS CITY, CITY OF",2827,141,Presque Isle,false
MI0000894,BROOK OF HOUGHTON LAKE,105,143,Roscommon,false
