# SDWIS MI Active CWS to County Crosswalk
# Generated as a one-shot from EPA-published SDWA bulk download.
# Source zip: https://echo.epa.gov/files/echodownloads/SDWA_latest_downloads.zip
# File last-modified: 2026-04-08
# Snapshot: SUBMISSIONYEARQUARTER = 2026Q1
# Authoring date: 2026-06-27
#
# Filter: PRIMACY_AGENCY_CODE=MI; PWS_ACTIVITY_CODE=A; PWS_TYPE_CODE=CWS;
#         AREA_TYPE_CODE=CN; ANSI_ENTITY_CODE matches Michigan county FIPS
#
# Conservation check:
#   active MI CWS total                      : 1377
#   distinct PWSIDs with >=1 county row      : 1377
#   distinct PWSIDs unmappable               : 0
#   mapped + unmappable                      : 1377 (== total, ok)
#   crosswalk rows (PWS-county pairs)        : 1378
#   multi-county PWS (rows duplicate PWSID)  : 1
#
# Caveats from the findings doc (sdwis-feasibility.md):
#   1. Denominator universe for the (c) metric is MI residents on a
#      community water system (~7.43M), NOT all MI residents (~10.14M).
#   2. The "active" violation-status pairing (Unaddressed + Addressed) is
#      AccessMI methodology, not EPA-attributable. See findings doc Q3.
#   3. Multi-county PWS need an apportionment rule chosen by the
#      integration PR. One PWS (MI0005970 SCHOOLCRAFT) is flagged below
#      via is_multi_county=true and appears as 2 rows.
#
# This file does not render in the app. No source-count change. No tile.
pwsid,pws_name,population_served,county_fips,county_name,is_multi_county
MI0003927,LITTLE TRAVERSE TOWNSHIP,1102,047,Emmet,false
MI0005300,"PETOSKEY, CITY OF",8979,047,Emmet,false
MI0005305,PETOSKEY PARK APARTMENTS,70,047,Emmet,false
MI0005349,"COTTAGE HS, LLC (PINEVIEW COTTAGE)",40,047,Emmet,false
MI0006232,SPRING LAKE CLUB CONDOMINIUMS,87,047,Emmet,false
MI0006428,"STONEHEDGE CLUB OWNERS ASSOCIATION, INC.",95,047,Emmet,false
MI0006537,TANNERY CREEK CONDOMINUM ASSOCIATION,90,047,Emmet,false
MI0006574,THE SHORES ON CROOKED LAKE,57,047,Emmet,false
MI0006631,MILL STREET 1 LDHA,74,047,Emmet,false
MI0006682,TROUT CREEK CONDOMINIUMS,492,047,Emmet,false
MI0007057,WEST TRAVERSE TOWNSHIP,414,047,Emmet,false
MI0007126,WINDJAMMER COVE COMMUNITY SYSTEM BOARD,30,047,Emmet,false
MI0007130,WINDWARD OWNERS ASSOCIATION,90,047,Emmet,false
MI0040125,CHALET ESTATES MOBILE HOME PARK,100,047,Emmet,false
MI0040126,CONWAY COMMONS MOBILE HOME PARK,165,047,Emmet,false
MI0040128,BAY SHORE ESTATES,208,047,Emmet,false
MI0040129,ALANSON ESTATES MOBILE HOME PARK,50,047,Emmet,false
MI0040680,HEARTHSIDE GROVE MOTOR COACH RESORT,100,047,Emmet,false
MI0000540,BEECHER METROPOLITAN DISTRICT,9400,049,Genesee,false
MI0001010,"BURTON, CITY OF",21000,049,Genesee,false
MI0001019,BYRAM RIDGE,40,049,Genesee,false
MI0001353,CHATEAUX DU LAC CONDOMINIUMS,80,049,Genesee,false
MI0001490,"CLIO, CITY OF",2515,049,Genesee,false
MI0001663,LANDINGS AT CRANES COVE,120,049,Genesee,false
MI0001720,"DAVISON, CITY OF",5000,049,Genesee,false
MI0002270,"FENTON, CITY OF",11746,049,Genesee,false
MI0002273,FENTON HARBOR CONDOMINIUMS,40,049,Genesee,false
MI0002277,LAKE PARK VILLAGE CONDOMINIUMS,900,049,Genesee,false
MI0002310,"FLINT, CITY OF",81252,049,Genesee,false
MI0002340,"FLUSHING, CITY OF",8311,049,Genesee,false
MI0002615,GENESEE COUNTY WATER SYSTEM,73726,049,Genesee,false
MI0002617,GENESEE TOWNSHIP,8473,049,Genesee,false
MI0002740,"GRAND BLANC, CITY OF",8276,049,Genesee,false
MI0002745,CHARTER TOWNSHIP OF GRAND BLANC,21000,049,Genesee,false
MI0003563,KAREGNONDI WATER AUTHORITY,1,049,Genesee,false
MI0003890,"LINDEN, CITY OF",4150,049,Genesee,false
MI0004480,"MONTROSE, CITY OF",1657,049,Genesee,false
MI0004520,"MOUNT MORRIS, CITY OF",3086,049,Genesee,false
MI0005050,"OTISVILLE, VILLAGE OF",864,049,Genesee,false
MI0005315,PHEASANT RUN MANOR APARTMENTS,360,049,Genesee,false
MI0005353,PINEHURST APARTMENTS,55,049,Genesee,false
MI0006072,VICINIA GARDENS,40,049,Genesee,false
MI0006505,"SWARTZ CREEK, CITY OF",5800,049,Genesee,false
MI0006575,SUGARTREE APARTMENTS,375,049,Genesee,false
MI0007015,"MIDTOWN FLATS, LLC",218,049,Genesee,false
MI0040131,TRADEWINDS MOBILE HOME PARK,54,049,Genesee,false
MI0040138,GUNTHER MOBILE HOME COURT INC,105,049,Genesee,false
MI0040140,MY PLACE AT HERITAGE ESTATES,75,049,Genesee,false
MI0040144,"PONEMAH LAKESIDE RETREAT, LLC",80,049,Genesee,false
MI0040145,LINDEN PLACE MOBILE HOME PARK,236,049,Genesee,false
MI0040151,LOON LAKE MOBILE HOME PARK,90,049,Genesee,false
MI0040152,MONTROSE TRAILER PARK,105,049,Genesee,false
MI0040154,NORTH DORT MANOR LTD,100,049,Genesee,false
MI0040155,NORTH MORRIS ESTATES,313,049,Genesee,false
MI0040156,OLD ORCHARD ESTATES,296,049,Genesee,false
MI0040158,LAKE FENTON MOBILE HOME PARK,220,049,Genesee,false
MI0040162,"WESTHAVEN MOBILE HOME PARK, LLC",122,049,Genesee,false
MI0040164,SWARTZ CREEK MEADOWS,400,049,Genesee,false
MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,490,049,Genesee,false
MI0040607,EAST BAY MOBILE HOME PARK,155,049,Genesee,false
MI0040647,ORCHARD COVE,255,049,Genesee,false
MI0062955,MAJESTIC CARE OF FLUSHING,150,049,Genesee,false
MI0066355,ARGENTINE CARE CENTER,60,049,Genesee,false
MI0066695,THE PINES OF GOODRICH,40,049,Genesee,false
MI0000520,BEAVERTON,1170,051,Gladwin,false
MI0002650,"GLADWIN, CITY OF",2933,051,Gladwin,false
MI0003752,LAKESIDE DEVELOPMENT,82,051,Gladwin,false
MI0040166,KEY COURT MOBILE HOME PARK,55,051,Gladwin,false
MI0040167,PLEASANT BEACH MOBILE HOME RESORT,250,051,Gladwin,false
MI0040168,SECORD LAKE MHP,43,051,Gladwin,false
MI0040169,LAKESHORE VILLAGE,118,051,Gladwin,false
MI0062653,GLADWIN NURSING AND REHABILITATION COMMU,60,051,Gladwin,false
MI0000660,BESSEMER,1619,053,Gogebic,false
MI0002685,GOGEBIC RANGE WATER AUTH,177,053,Gogebic,false
MI0003420,IRONWOOD,5387,053,Gogebic,false
MI0003430,IRONWOOD TOWNSHIP,474,053,Gogebic,false
MI0004080,MARENISCO TOWNSHIP,430,053,Gogebic,false
MI0005600,BESSEMER TOWNSHIP,551,053,Gogebic,false
MI0006830,WAKEFIELD,1808,053,Gogebic,false
MI0006920,WATERSMEET TOWNSHIP,575,053,Gogebic,false
MI0000011,ACME TOWNSHIP - HOPE VILLAGE,128,055,Grand Traverse,false
MI0000013,LOCHENHEATH,50,055,Grand Traverse,false
MI0000733,BLACK BEAR FARMS,110,055,Grand Traverse,false
MI0000743,BLAIR TOWNSHIP,2788,055,Grand Traverse,false
MI0001765,DEEPWATER POINTE MASTER ASSOCIATION,65,055,Grand Traverse,false
MI0001935,EAST BAY CHARTER TOWNSHIP,3720,055,Grand Traverse,false
MI0002055,EDGE 72,288,055,Grand Traverse,false
MI0002287,FIFE LAKE TOWNHOUSES,54,055,Grand Traverse,false
MI0002565,GARFIELD CHARTER TOWNSHIP,12899,055,Grand Traverse,false
MI0002805,GRAND TRAVERSE CONDOMINIUMS,60,055,Grand Traverse,false
MI0003365,INTERLOCHEN CENTER FOR THE ARTS,750,055,Grand Traverse,false
MI0003505,JUNIPER HILLS CONDOMINIUMS,50,055,Grand Traverse,false
MI0003650,"KINGSLEY, VILLAGE OF",1657,055,Grand Traverse,false
MI0004045,COUNTRY EDEN  L.L.C.,60,055,Grand Traverse,false
MI0005233,PENINSULA TOWNSHIP,1790,055,Grand Traverse,false
MI0005775,ROLLING MEADOWS WATER ASSN.,76,055,Grand Traverse,false
MI0006569,THE LIGHTHOUSE-TRAVERSE CITY LLC,55,055,Grand Traverse,false
MI0006640,TRAVERSE CITY,14532,055,Grand Traverse,false
MI0040171,KINGS COURT MOBILE HOME PARK,1200,055,Grand Traverse,false
MI0040172,MEADOWLANE MOBILE HOME PARK,650,055,Grand Traverse,false
MI0040174,GARFIELD OAKS,40,055,Grand Traverse,false
MI0040175,SILVER LAKE VIEW MOBILE HOME PARK,98,055,Grand Traverse,false
MI0040176,SILVER SHORES MOBILE HOME PARK,360,055,Grand Traverse,false
MI0040177,SUBURBAN ESTATES MHP,150,055,Grand Traverse,false
MI0000140,"ALMA, CITY OF",9182,057,Gratiot,false
MI0000250,"ASHLEY, VILLAGE OF",526,057,Gratiot,false
MI0000820,"BRECKENRIDGE, VILLAGE OF",1339,057,Gratiot,false
MI0002836,GRATIOT AREA WATER AUTHORITY,0,057,Gratiot,false
MI0003460,"ITHACA, CITY OF",3098,057,Gratiot,false
MI0005270,"PERRINTON, VILLAGE OF",439,057,Gratiot,false
MI0006320,"ST. LOUIS, CITY OF",6976,057,Gratiot,false
MI0040574,TIMBER COUNTRY MOBILE HOME PARK,75,057,Gratiot,false
MI0040637,NESEN'S COUNTRYSIDE ACRES,95,057,Gratiot,false
MI0060937,THE LAURELS OF FULTON,50,057,Gratiot,false
MI0064070,MAPLEVIEW NURSING HOME,45,057,Gratiot,false
MI0001050,CAMDEN,512,059,Hillsdale,false
MI0001648,COUNTRY LIVING ADULT FOSTER CARE,56,059,Hillsdale,false
MI0003170,HILLSDALE,8163,059,Hillsdale,false
MI0003490,JONESVILLE,2258,059,Hillsdale,false
MI0003920,LITCHFIELD,1310,059,Hillsdale,false
MI0004353,MICHINDOH CONFERENCE CENTER,779,059,Hillsdale,false
MI0005620,READING,1078,059,Hillsdale,false
MI0006850,WALDRON,538,059,Hillsdale,false
MI0007186,WOODS OF LOCHAVEN,15,059,Hillsdale,false
MI0040180,HILLSIDE ACRES,48,059,Hillsdale,false
MI0040181,STATE ROAD COUNTRY LIVING MHC,73,059,Hillsdale,false
MI0040183,CREEKSIDE MHC,70,059,Hillsdale,false
MI0040184,SOMERSET CENTRE ESTATES,368,059,Hillsdale,false
MI0000020,ADAMS TOWNSHIP,2010,061,Houghton,false
MI0001040,CALUMET,726,061,Houghton,false
MI0001046,CALUMET TOWNSHIP,50,061,Houghton,false
MI0001350,CHASSELL TOWNSHIP,800,061,Houghton,false
MI0001620,COPPER CITY,210,061,Houghton,false
MI0001840,OSCEOLA TOWNSHIP,1391,061,Houghton,false
MI0002980,HANCOCK,4500,061,Houghton,false
MI0003230,HOUGHTON,8386,061,Houghton,false
MI0003235,HOUGHTON CO MEMORIAL AIRPORT,50,061,Houghton,false
MI0003270,TORCH LAKE TOWNSHIP,946,061,Houghton,false
MI0003330,PORTAGE TOWNSHIP,1214,061,Houghton,false
MI0003720,LAKE LINDEN,1203,061,Houghton,false
MI0003810,LAURIUM,1947,061,Houghton,false
MI0004800,UPPER MICHIGAN WATER COMPANY,5535,061,Houghton,false
MI0005585,FRANKLIN-QUINCY WATER AUTHORITY,260,061,Houghton,false
MI0005680,FRANKLIN TOWNSHIP,300,061,Houghton,false
MI0006120,SOUTH RANGE,745,061,Houghton,false
MI0000340,BAD AXE,3129,063,Huron,false
MI0001190,"CASEVILLE, CITY OF",777,063,Huron,false
MI0001195,CASEVILLE TOWNSHIP,2005,063,Huron,false
MI0002100,"ELKTON, VILLAGE OF",808,063,Huron,false
MI0003000,"HARBOR BEACH, CITY OF",1604,063,Huron,false
MI0003315,HURON DUNES SUBDIVISION,175,063,Huron,false
MI0003317,HURON REGIONAL WATER AUTHORITY,0,063,Huron,false
MI0003323,HURON TOWNSHIP (HURON COUNTY),437,063,Huron,false
MI0005110,"OWENDALE, VILLAGE OF",241,063,Huron,false
MI0005320,"PIGEON, VILLAGE OF",1208,063,Huron,false
MI0005430,POINTE AUX BARQUES TOWNSHIP,178,063,Huron,false
MI0005460,PORT AUSTIN AREA SEWER & WATER,1004,063,Huron,false
MI0005475,PORT HOPE-GORE-RUBICON U. A.,1058,063,Huron,false
MI0005903,SAND BEACH TOWNSHIP,475,063,Huron,false
MI0005990,SEBEWAING LIGHT & WATER,1721,063,Huron,false
MI0006710,"UBLY, VILLAGE OF",858,063,Huron,false
MI0040187,SUMMER WOOD ESTATES,170,063,Huron,false
MI0040190,BAYSIDE (DBA CONTINENTAL MHP),158,063,Huron,false
MI0040191,RIVERVIEW ESTATES,90,063,Huron,false
MI0040571,MISTY MEADOWS MOBILE HOME PARK,45,063,Huron,false
MI0001565,COLUMBIA LAKES ESTATES,700,065,Ingham,false
MI0001718,"DANSVILLE, VILLAGE OF",125,065,Ingham,false
MI0001990,"EAST LANSING, CITY OF",33000,065,Ingham,false
MI0001995,EAST LANSING MERIDIAN WATER AUTHORITY,1,065,Ingham,false
MI0003134,HIGHFIELDS YOUTH CAMP,96,065,Ingham,false
MI0003760,LANSING BOARD OF WATER & LIGHT,166000,065,Ingham,false
MI0003770,LANSING TOWNSHIP,5500,065,Ingham,false
MI0003840,"LESLIE, CITY OF",1872,065,Ingham,false
MI0004170,"MASON, CITY OF",8252,065,Ingham,false
MI0004260,MERIDIAN TOWNSHIP,25600,065,Ingham,false
MI0004340,MICHIGAN STATE UNIVERSITY,12793,065,Ingham,false
MI0006420,"STOCKBRIDGE, VILLAGE OF",1202,065,Ingham,false
MI0006792,V F W NATIONAL HOME,150,065,Ingham,false
MI0006970,"WEBBERVILLE, VILLAGE OF",1503,065,Ingham,false
MI0007120,"WILLIAMSTON, CITY OF",3917,065,Ingham,false
MI0007285,EAGLE POINTE CONDOMINIUMS,90,065,Ingham,false
MI0040193,COUNTRY MANOR M H P,95,065,Ingham,false
MI0040194,HAMLIN MOBILE HOME PARK,458,065,Ingham,false
MI0040197,MASON MANOR,630,065,Ingham,false
MI0040199,STONEGATE MOBILE HOME COMMUNITY,647,065,Ingham,false
MI0040200,"MASON MOBILE, LLC",48,065,Ingham,false
MI0040202,WILLOW VILLAGE,25,065,Ingham,false
MI0040203,WINDMILL PARK,950,065,Ingham,false
MI0000508,BEAR CREEK VILLA,25,067,Ionia,false
MI0000560,BELDING,5769,067,Ionia,false
MI0000794,BLUE SPRUCE APARTMENTS,96,067,Ionia,false
MI0003228,HOPE NETWORK - WEST LAKE- FACILITY,48,067,Ionia,false
MI0003370,IONIA,12997,067,Ionia,false
MI0003730,LAKE ODESSA,2018,067,Ionia,false
MI0003967,LYONS,789,067,Ionia,false
MI0004550,MUIR,604,067,Ionia,false
MI0005310,PEWAMO,476,067,Ionia,false
MI0005530,PORTLAND,3883,067,Ionia,false
MI0005930,SARANAC,1343,067,Ionia,false
MI0040206,EVERGREEN MOBILE HOME COMMUNITY,272,067,Ionia,false
MI0040208,HIDDEN VALLEY,125,067,Ionia,false
MI0040209,LONG LAKE MOBILE HOME ESTATES,68,067,Ionia,false
MI0040210,PINE VIEW MOBILE HOME PARK,50,067,Ionia,false
MI0040609,PINE HAVEN ESTATES MHC,125,067,Ionia,false
MI0040617,CANTERBURY ESTATES MHP,350,067,Ionia,false
MI0040662,SUNSET RIDGE MHC,360,067,Ionia,false
MI0000082,ALABASTER TOWNSHIP,86,069,Iosco,false
MI0000290,AU SABLE TOWNSHIP,2370,069,Iosco,false
MI0000355,BALDWIN TOWNSHIP,650,069,Iosco,false
MI0002010,"EAST TAWAS, CITY OF",2808,069,Iosco,false
MI0002943,HALE HOMESTEAD APARTMENTS,72,069,Iosco,false
MI0003319,HURON SHORE REGIONAL UTILITY AUTHORITY,1,069,Iosco,false
MI0005040,OSCODA TOWNSHIP,6997,069,Iosco,false
MI0006540,"TAWAS CITY, CITY OF",1827,069,Iosco,false
MI0007104,WHITTEMORE SQUARE APARTMENTS,30,069,Iosco,false
MI0040212,NORTHERN PINES,13,069,Iosco,false
MI0062942,HALE CREEK MANOR,43,069,Iosco,false
MI0000180,ALPHA,198,071,Iron,false
MI0000200,HEMATITE TOWNSHIP,350,071,Iron,false
MI0000440,BATES TOWNSHIP,921,071,Iron,false
MI0000550,IRON RIVER TOWNSHIP-BEECHWOOD,440,071,Iron,false
MI0001210,CASPIAN,997,071,Iron,false
MI0001700,CRYSTAL FALLS,1922,071,Iron,false
MI0002510,GAASTRA,376,071,Iron,false
MI0002940,STAMBAUGH TWP - HAGERMAN LAKE,230,071,Iron,false
MI0003350,STAMBAUGH TOWNSHIP-INDIAN LAKE,290,071,Iron,false
MI0003410,IRON RIVER,3019,071,Iron,false
MI0003880,CRYSTAL FALLS TOWNSHIP - LIND,990,071,Iron,false
MI0004610,IRON RIVER TOWNSHIP-NASH,340,071,Iron,false
MI0005760,IRON RIVER TOWNSHIP-RYDEN ROAD,290,071,Iron,false
MI0006090,STAMBAUGH TOWNSHIP-WEST BRULE,580,071,Iron,false
MI0006630,CRYSTAL FALLS TWP - TOWNLINE,350,071,Iron,false
MI0001649,COUNTRY PLACE SENIOR CARE CENTER,40,073,Isabella,false
MI0003435,LAKE ISABELLA WATER DIST. #1,327,073,Isabella,false
MI0004530,MOUNT PLEASANT,21688,073,Isabella,false
MI0005823,ROSEBUSH ESTATES APARTMENTS,30,073,Isabella,false
MI0005824,ROSEBUSH MANOR,25,073,Isabella,false
MI0006030,"SHEPHERD, VILLAGE OF",1515,073,Isabella,false
MI0006725,UNION TOWNSHIP,12927,073,Isabella,false
MI0040216,MAPLE LEAF VILLAGE,50,073,Isabella,false
MI0040217,MAPLEVIEW ESTATES,93,073,Isabella,false
MI0040218,BROOMFIELD VALLEY,212,073,Isabella,false
MI0040219,MAPLEVIEW ESTATES EAST,220,073,Isabella,false
MI0040220,COUNTRY PLACE,115,073,Isabella,false
MI0040222,OAKVIEW MOBILE ESTATES,102,073,Isabella,false
MI0000236,ARBOR RIDGE CONDOMINIUMS,58,075,Jackson,false
MI0000740,BLACKMAN TOWNSHIP,21222,075,Jackson,false
MI0000920,BROOKLYN,1313,075,Jackson,false
MI0001580,CONCORD,1050,075,Jackson,false
MI0001658,WILLOWS ON TWIN PONDS,147,075,Jackson,false
MI0002830,GRASS LAKE,1986,075,Jackson,false
MI0003470,JACKSON,33165,075,Jackson,false
MI0003751,LAKESHORE CONDOMINIUMS,38,075,Jackson,false
MI0003837,LEONI TOWNSHIP,1893,075,Jackson,false
MI0004605,NAPOLEON TOWNSHIP,444,075,Jackson,false
MI0005204,"PARMA, VILLAGE OF",768,075,Jackson,false
MI0005205,PARMA TOWNSHIP-AMBERTON VILL.,378,075,Jackson,false
MI0006250,SPRINGPORT,800,075,Jackson,false
MI0006370,SPSM,7166,075,Jackson,false
MI0006450,SUMMIT TOWNSHIP,25355,075,Jackson,false
MI0040223,ARBOR VILLAGE,670,075,Jackson,false
MI0040225,COACHMANS COVE,388,075,Jackson,false
MI0040226,MICHIGAN AVENUE ESTATES,75,075,Jackson,false
MI0040227,LILLY BANK LANE,10,075,Jackson,false
MI0040230,SPRING VALLEY ESTATES,117,075,Jackson,false
MI0040231,HILLANLAKE VILLAGE,372,075,Jackson,false
MI0040233,INDIAN VILLAGE,394,075,Jackson,false
MI0040240,MY PLACE AT PLEASANT LAKE,145,075,Jackson,false
MI0040241,MY PLACE AT CATTAIL ESTATES,58,075,Jackson,false
MI0040242,SHERMAN OAKS,915,075,Jackson,false
MI0000320,AUGUSTA,885,077,Kalamazoo,false
MI0001327,CHARLESTON TOWNSHIP,30,077,Kalamazoo,false
MI0001465,CLIMAX,767,077,Kalamazoo,false
MI0002530,GALESBURG,2377,077,Kalamazoo,false
MI0003520,KALAMAZOO,192992,077,Kalamazoo,false
MI0003598,KELLOGG BIOLOGICAL STATION,100,077,Kalamazoo,false
MI0004647,NAZARENE CAMP,648,077,Kalamazoo,false
MI0005520,PORTAGE,46292,077,Kalamazoo,false
MI0005566,PRAIRIE VILLAGE APARTMENTS,38,077,Kalamazoo,false
MI0005970,SCHOOLCRAFT,1405,077,Kalamazoo,true
MI0006465,SUN MEADOWS APARTMENTS,98,077,Kalamazoo,false
MI0006571,THE BLUFFS AT GULL LAKE,180,077,Kalamazoo,false
MI0006800,VICKSBURG,2906,077,Kalamazoo,false
MI0040246,ANDREWS ESTATES,178,077,Kalamazoo,false
MI0040247,MORROW CROSSING MHC,150,077,Kalamazoo,false
MI0040248,CLIMAX MOBILE HOME PARK,198,077,Kalamazoo,false
MI0040250,EVERGREEN PARK,190,077,Kalamazoo,false
MI0040253,PORTAGE TERRACE,202,077,Kalamazoo,false
MI0040255,ROYAL ESTATES,380,077,Kalamazoo,false
MI0040256,SUGARLOAF MOBILE HOME PARK,142,077,Kalamazoo,false
MI0060085,ALAMO COVE NURSING HOME,100,077,Kalamazoo,false
MI0060695,PLAINWELL PINES H C F,58,077,Kalamazoo,false
MI0003560,"KALKASKA, VILLAGE OF",2020,079,Kalkaska,false
MI0005607,RAPID RIVER MEADOWS,46,079,Kalkaska,false
MI0000012,ADA TOWNSHIP,7584,081,Kent,false
MI0001023,BYRON-GAINES UTILITY AUTHORITY,37464,081,Kent,false
MI0001037,CALEDONIA ESTATES,160,081,Kent,false
MI0001039,CALEDONIA TOWNSHIP,4573,081,Kent,false
MI0001260,CEDAR SPRINGS,3520,081,Kent,false
MI0001960,EAST GRAND RAPIDS,11637,081,Kent,false
MI0002790,GRAND RAPIDS,306901,081,Kent,false
MI0002809,GRAND VALLEY ESTATES,288,081,Kent,false
MI0002820,GRANDVILLE,15948,081,Kent,false
MI0002845,GREGG APARTMENTS,64,081,Kent,false
MI0003615,KENT RIDGE APARTMENTS,120,081,Kent,false
MI0003620,KENTWOOD,36072,081,Kent,false
MI0003695,LAKE BELLA VISTA,3584,081,Kent,false
MI0003950,LOWELL,4150,081,Kent,false
MI0003955,LOWELL TOWNSHIP,1958,081,Kent,false
MI0005370,PLAINFIELD TOWNSHIP,42271,081,Kent,false
MI0005730,ROCKFORD,7160,081,Kent,false
MI0005849,SADDLE RIDGE CONDO ASSOC.,156,081,Kent,false
MI0005907,SAND LAKE,360,081,Kent,false
MI0006071,"SILVER LAKE WATER AUTHORITY, INC.",250,081,Kent,false
MI0006200,SPARTA,4140,081,Kent,false
MI0006448,SUMMERSET MEADOWS,100,081,Kent,false
MI0006624,TILLICUM FARMS,216,081,Kent,false
MI0007220,WYOMING,72125,081,Kent,false
MI0040259,ALGOMA ESTATES,580,081,Kent,false
MI0040264,KENT CITY MOBILE HOME PARK,185,081,Kent,false
MI0040266,OAKFIELD MOBILE HOME PARK,55,081,Kent,false
MI0040273,GREEN ACRES MOBILE HOME PARK,135,081,Kent,false
MI0040276,KEY HEIGHTS MOBILE VILLAGE,715,081,Kent,false
MI0040277,LA-E-MA MOBILE HOME PARK,72,081,Kent,false
MI0040279,LEISURE VILLAGE,365,081,Kent,false
MI0040284,PARKWOOD GREEN,270,081,Kent,false
MI0040288,RIVERVIEW MOBILE VILLAGE,392,081,Kent,false
MI0040292,LAKESIDE MOBILE HOME COMMUNITY,168,081,Kent,false
MI0040293,WELLERS TRAILER PARK,52,081,Kent,false
MI0040294,WHITE CREEK COUNTRY ESTATES,300,081,Kent,false
MI0040566,GLENWOOD ESTATES,585,081,Kent,false
MI0040576,WHISPERING PINES,125,081,Kent,false
MI0040586,LINCOLN PINES,390,081,Kent,false
MI0040619,CEDARFIELD MOBILE HOME PARK,480,081,Kent,false
MI0040664,APPLE GROVE ESTATES,125,081,Kent,false
MI0040678,OAKS OF ROCKFORD,860,081,Kent,false
MI0040681,ALTO MEADOWS,250,081,Kent,false
MI0070017,COREWELLHEALTH GR KALAMAZOO,165,081,Kent,false
MI0000050,AHMEEK,148,083,Keweenaw,false
MI0001630,GRANT TOWNSHIP - COPPER HARBOR,200,083,Keweenaw,false
MI0001920,EAGLE HARBOR TOWNSHIP,300,083,Keweenaw,false
MI0001930,HOUGHTON TOWNSHIP,138,083,Keweenaw,false
MI0002590,SHERMAN TOWNSHIP,40,083,Keweenaw,false
MI0000350,"BALDWIN, VILLAGE OF",1060,085,Lake,false
MI0001915,DUVERNAY PARK APARTMENTS,68,085,Lake,false
MI0006901,"CLEAN WATER ASSOCIATION, INC.",22,085,Lake,false
MI0007233,IDLEWILD GARDEN HOUSING,27,085,Lake,false
MI0000150,"ALMONT, VILLAGE OF",2674,087,Lapeer,false
MI0001460,"CLIFFORD, VILLAGE OF",324,087,Lapeer,false
MI0001570,"COLUMBIAVILLE, VILLAGE OF",787,087,Lapeer,false
MI0001870,"DRYDEN, VILLAGE OF",1034,087,Lapeer,false
MI0003340,"IMLAY CITY, CITY OF",3579,087,Lapeer,false
MI0003780,"LAPEER, CITY OF",9023,087,Lapeer,false
MI0004312,"METAMORA, VILLAGE OF",565,087,Lapeer,false
MI0004770,"NORTH BRANCH, VILLAGE OF",1021,087,Lapeer,false
MI0006971,WEDGEWOOD GOLFSIDE CONDO ASSOC,125,087,Lapeer,false
MI0040299,IDEAL VILLA MANUFACTURED HOME COMMUNITY,266,087,Lapeer,false
MI0040592,SANDHILL ESTATES,75,087,Lapeer,false
MI0040644,DEERFIELD PINES MOBILE HOME PARK,308,087,Lapeer,false
MI0040670,PINE LAKES MANUFACTURED HOMES,230,087,Lapeer,false
MI0040672,PINE RIVER RIDGE,425,087,Lapeer,false
MI0001252,CEDAR CREEK WATER COMPANY,325,089,Leelanau,false
MI0002115,ELMWOOD TOWNSHIP,255,089,Leelanau,false
MI0002130,"EMPIRE, VILLAGE OF",400,089,Leelanau,false
MI0003829,LEELANAU CO LAW ENFORCEMENT CENTER,75,089,Leelanau,false
MI0003831,THE LEELANAU SCHOOL,82,089,Leelanau,false
MI0004810,"NORTHPORT, VILLAGE OF",526,089,Leelanau,false
MI0004820,NORTHPORT COTTAGE OWNERS,240,089,Leelanau,false
MI0006446,SUGAR LOAF TOWNHOUSES,150,089,Leelanau,false
MI0006500,"SUTTONS BAY, VILLAGE OF",874,089,Leelanau,false
MI0006592,THORN CREEK CONDOMINIUMS,50,089,Leelanau,false
MI0006625,ELMWOOD TWP - TIMBERLEE,510,089,Leelanau,false
MI0007103,HOMESTEAD/CRYSTAL RIVER WATER CO,1365,089,Leelanau,false
MI0007240,YORK CONDOMINIUMS,74,089,Leelanau,false
MI0040302,FIRST POINT MOBILE COURT,110,089,Leelanau,false
MI0064067,MAPLE VALLEY NURSING HOME,25,089,Leelanau,false
MI0000030,ADDISON,605,091,Lenawee,false
MI0000040,ADRIAN,23663,091,Lenawee,false
MI0000045,BROOKDALE ADRIAN,115,091,Lenawee,false
MI0000048,RICHLYN MANOR,192,091,Lenawee,false
MI0000750,BLISSFIELD,3276,091,Lenawee,false
MI0000890,BRITTON,611,091,Lenawee,false
MI0001470,CLINTON,2336,091,Lenawee,false
MI0001770,DEERFIELD,943,091,Lenawee,false
MI0001825,DJW PROPERTIES MI LLC,144,091,Lenawee,false
MI0002212,FAIRFIELD TOWNSHIP,717,091,Lenawee,false
MI0003280,HUDSON,2307,091,Lenawee,false
MI0003692,LAKE ARROWHEAD ESTATES,231,091,Lenawee,false
MI0004006,MADISON TOWNSHIP,3480,091,Lenawee,false
MI0004490,MORENCI,2220,091,Lenawee,false
MI0004890,SOUTH SHORE WATER SYSTEM,488,091,Lenawee,false
MI0005020,ONSTED,907,091,Lenawee,false
MI0005180,MAN NOR FARMS SUBDIVISION,193,091,Lenawee,false
MI0005675,RIGA TOWNSHIP,266,091,Lenawee,false
MI0006560,TECUMSEH,8521,091,Lenawee,false
MI0040305,CLINTON ESTATES,68,091,Lenawee,false
MI0040306,COUNTRY VILLA ESTATES,125,091,Lenawee,false
MI0040307,ROUND LAKE ESTATES,30,091,Lenawee,false
